epoch,train_loss,train_acc
0,0.17529863119125366,0.5078125
1,0.17402416467666626,0.5625
2,0.16185885667800903,0.609375
3,0.19044989347457886,0.5
4,0.14024856686592102,0.6640625
5,0.18216842412948608,0.5546875
6,0.15903593599796295,0.609375
7,0.15867051482200623,0.609375
8,0.1539173573255539,0.609375
9,0.2107793688774109,0.5
10,0.15661776065826416,0.609375
11,0.18454095721244812,0.5
12,0.175218403339386,0.5546875
13,0.17454704642295837,0.5546875
14,0.1654680371284485,0.609375
15,0.15165147185325623,0.6640625
16,0.162607342004776,0.609375
17,0.1553284227848053,0.609375
18,0.20681998133659363,0.5
19,0.17715789377689362,0.5546875
20,0.13620176911354065,0.6640625
21,0.15503811836242676,0.625
22,0.08668553084135056,0.8359375
23,0.13027423620224,0.84375
24,0.0400606170296669,0.9375
25,0.19019325077533722,0.828125
26,0.009783033281564713,0.8984375
27,0.03808952867984772,0.953125
28,0.024604761973023415,0.9765625
29,0.04526025429368019,0.9765625
30,0.020409878343343735,0.984375
31,0.015877623111009598,0.984375
32,0.016445793211460114,0.984375
33,0.00765500171110034,0.984375
34,0.004085401073098183,0.984375
35,0.21650667488574982,0.9296875
36,0.004959180485457182,0.984375
37,0.006817861460149288,0.984375
38,0.007066534366458654,0.984375
39,0.01010350976139307,0.984375
40,0.27217406034469604,0.9296875
41,0.004852664656937122,0.984375
42,0.009841885417699814,0.984375
43,0.008712751790881157,0.984375
44,0.007124253548681736,0.984375
45,0.010232721455395222,0.984375
46,0.0029225496109575033,0.984375
47,0.24866649508476257,0.9296875
48,0.00436060968786478,0.984375
49,0.007983831688761711,0.984375
